longitude	latitude	p1901_1930	p1911_1940	p1921_1950	p1931_1960	p1941_1970	p1951_1980	p1961_1990	p1971_2000	p1981_2010
-167.75	-87.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-167.75	-88.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-167.75	-88.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-167.75	-89.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-167.75	-89.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-167.25	65.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-167.25	-85.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-167.25	-85.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-167.25	-86.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-167.25	-86.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-167.25	-87.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-167.25	-87.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-167.25	-88.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-167.25	-88.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-167.25	-89.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-167.25	-89.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-166.75	65.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-166.75	60.25	ET	ET	ET	ET	ET	ET	ET	Dfc	Dfc
-166.75	53.75	Cfc	Cfc	Cfc	Cfc	ET	ET	ET	Cfc	Cfc
-166.75	-85.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-166.75	-85.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-166.75	-86.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-166.75	-86.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-166.75	-87.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-166.75	-87.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-166.75	-88.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-166.75	-88.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-166.75	-89.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-166.75	-89.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-166.25	65.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-166.25	65.25	ET	ET	ET	ET	ET	Dfc	Dfc	Dfc	Dfc
-166.25	64.75	ET	ET	ET	ET	ET	ET	Dfc	Dfc	Dfc
-166.25	60.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-166.25	53.75	ET	ET	Cfc	ET	ET	ET	ET	ET	ET
-166.25	-85.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-166.25	-85.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-166.25	-86.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-166.25	-86.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-166.25	-87.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-166.25	-87.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-166.25	-88.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-166.25	-88.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-166.25	-89.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-166.25	-89.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-165.75	68.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-165.75	68.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-165.75	66.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-165.75	65.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-165.75	65.25	Dfc	ET	ET	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-165.75	64.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-165.75	61.75	Dsc	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dsc	Dsc
-165.75	60.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-165.75	-85.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-165.75	-85.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-165.75	-86.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-165.75	-86.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-165.75	-87.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-165.75	-87.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-165.75	-88.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-165.75	-88.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-165.75	-89.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-165.75	-89.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-165.25	68.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-165.25	68.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-165.25	66.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-165.25	65.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-165.25	65.25	Dfc	ET	ET	ET	Dfc	Dfc	Dfc	Dfc	Dfc
-165.25	64.75	ET	ET	ET	ET	ET	Dfc	Dfc	Dfc	Dfc
-165.25	62.25	Dfc	Dfc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-165.25	61.75	Dsc	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dsc	Dsc
-165.25	61.25	Dsc	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dsc	Dfc
-165.25	-85.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-165.25	-85.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-165.25	-86.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-165.25	-86.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-165.25	-87.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-165.25	-87.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-165.25	-88.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-165.25	-88.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-165.25	-89.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-165.25	-89.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-164.75	68.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-164.75	68.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-164.75	66.25	ET	ET	ET	ET	ET	ET	ET	Dfc	Dfc
-164.75	65.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-164.75	65.25	Dfc	ET	ET	ET	Dfc	Dfc	Dfc	Dfc	Dfc
-164.75	64.75	ET	ET	ET	ET	ET	ET	Dfc	Dfc	Dfc
-164.75	62.75	Dsc	Dsc	Dfc	Dfc	Dwc	Dfc	Dfc	Dfc	Dfc
-164.75	62.25	Dfc	Dfc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-164.75	61.75	Dsc	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dsc	Dsc
-164.75	61.25	Dsc	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dsc	Dfc
-164.75	60.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-164.75	-85.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-164.75	-85.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-164.75	-86.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-164.75	-86.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-164.75	-87.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-164.75	-87.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-164.75	-88.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-164.75	-88.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-164.75	-89.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-164.75	-89.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-164.25	68.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-164.25	68.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-164.25	67.75	ET	ET	ET	ET	ET	ET	Dfc	Dfc	Dfc
-164.25	66.25	ET	ET	ET	ET	ET	Dfc	Dfc	Dfc	Dfc
-164.25	65.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-164.25	65.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-164.25	64.75	Dfc	ET	ET	ET	Dfc	Dfc	Dfc	Dfc	Dfc
-164.25	62.75	Dsc	Dsc	Dsc	Dfc	Dwc	Dfc	Dfc	Dfc	Dfc
-164.25	62.25	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dwc	Dsc	Dfc
-164.25	61.75	Dsc	Dsc	Dsc	Dsc	Dsc	Dfc	Dwc	Dsc	Dsc
-164.25	61.25	Dsc	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc
-164.25	60.25	ET	ET	Dsc	ET	ET	Dfc	Dfc	Dfc	Dfc
-164.25	54.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-164.25	-85.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-164.25	-85.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-164.25	-86.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-164.25	-86.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-164.25	-87.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-164.25	-87.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-164.25	-88.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-164.25	-88.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-164.25	-89.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-164.25	-89.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-163.75	68.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-163.75	68.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-163.75	67.75	ET	ET	ET	ET	ET	ET	ET	Dfc	Dfc
-163.75	67.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-163.75	65.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-163.75	65.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-163.75	64.75	Dfc	Dsc	Dsc	Dsc	Dfc	Dsc	Dfc	Dfc	Dfc
-163.75	62.75	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-163.75	62.25	Dsc	Dsc	Dsc	Dsc	Dsc	Dfc	Dwc	Dsc	Dsc
-163.75	61.75	Dsc	Dsc	Dsc	Dsc	Dsc	Dsc	Dwc	Dsc	Dsc
-163.75	61.25	Dsc	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc
-163.75	60.25	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc
-163.75	54.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-163.75	-79.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-163.75	-85.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-163.75	-85.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-163.75	-86.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-163.75	-86.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-163.75	-87.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-163.75	-87.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-163.75	-88.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-163.75	-88.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-163.75	-89.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-163.75	-89.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-163.25	69.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-163.25	68.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-163.25	68.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-163.25	67.75	ET	ET	ET	ET	ET	ET	ET	ET	Dfc
-163.25	67.25	Dfc	ET	ET	ET	Dfc	Dfc	Dfc	Dfc	Dfc
-163.25	65.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-163.25	65.25	ET	ET	ET	ET	ET	ET	Dfc	Dfc	Dfc
-163.25	64.75	Dsc	Dsc	Dsc	Dsc	Dfc	Dsc	Dfc	Dfc	Dfc
-163.25	62.75	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc
-163.25	62.25	Dsc	Dsc	Dsc	Dsc	Dsc	Dsc	Dwc	Dsc	Dsc
-163.25	61.75	Dsc	Dsc	Dsc	Dsc	Dsc	Dfc	Dwc	Dfc	Dfc
-163.25	61.25	Dsc	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc
-163.25	60.75	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-163.25	60.25	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc
-163.25	54.75	ET	Cfc	Cfc	Cfc	Cfc	ET	Cfc	Cfc	Cfc
-163.25	-79.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-163.25	-85.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-163.25	-85.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-163.25	-86.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-163.25	-86.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-163.25	-87.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-163.25	-87.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-163.25	-88.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-163.25	-88.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-163.25	-89.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-163.25	-89.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-162.75	69.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-162.75	69.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-162.75	68.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-162.75	68.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-162.75	67.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-162.75	67.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-162.75	65.75	ET	ET	ET	ET	Dfc	Dfc	Dfc	Dfc	Dfc
-162.75	65.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-162.75	64.75	Dfc	Dfc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc
-162.75	62.75	ET	ET	ET	Dsc	ET	Dfc	Dfc	Dfc	Dfc
-162.75	62.25	Dsc	Dsc	Dsc	Dsc	Dsc	Dsc	Dwc	Dwc	Dfc
-162.75	61.75	Dsc	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc
-162.75	61.25	Dsc	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc
-162.75	60.75	Dfc	Dfc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-162.75	60.25	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-162.75	55.25	Cfc	Cfc	Cfc	Cfc	Cfc	Cfc	Cfc	Cfc	Cfc
-162.75	-79.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-162.75	-85.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-162.75	-85.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-162.75	-86.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-162.75	-86.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-162.75	-87.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-162.75	-87.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-162.75	-88.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-162.75	-88.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-162.75	-89.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-162.75	-89.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-162.25	69.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-162.25	69.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-162.25	68.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-162.25	68.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-162.25	67.75	Dfc	ET	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-162.25	67.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-162.25	66.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-162.25	65.75	Dfc	Dfc	Dfc	Dfc	Dwc	Dfc	Dfc	Dfc	Dfc
-162.25	65.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-162.25	64.75	Dfc	Dfc	Dsc	Dsc	Dfc	Dsc	Dfc	Dfc	Dfc
-162.25	63.25	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc
-162.25	62.75	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc
-162.25	62.25	Dsc	Dsc	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc
-162.25	61.75	Dsc	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc
-162.25	61.25	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc
-162.25	60.75	Dfc	Dfc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-162.25	60.25	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-162.25	55.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-162.25	-79.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-162.25	-85.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-162.25	-86.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-162.25	-86.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-162.25	-87.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-162.25	-87.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-162.25	-88.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-162.25	-88.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-162.25	-89.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-162.25	-89.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-161.75	70.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-161.75	69.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-161.75	69.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-161.75	68.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-161.75	68.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-161.75	67.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-161.75	67.25	Dfc	Dfc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc
-161.75	66.75	Dfc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dsc	Dfc
-161.75	65.75	Dfc	Dfc	Dfc	Dfc	Dwc	Dfc	Dfc	Dfc	Dfc
-161.75	65.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-161.75	63.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-161.75	62.75	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dsc
-161.75	62.25	Dsc	Dsc	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dsc
-161.75	61.75	Dsc	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dsc
-161.75	61.25	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc
-161.75	60.75	Dfc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-161.75	60.25	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc
-161.75	59.75	Dsc	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc
-161.75	59.25	Dfc	Dsc	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dsc
-161.75	58.75	Dsc	Dsc	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc
-161.75	55.75	Cfc	Cfc	Cfc	Cfc	Cfc	Cfc	Cfc	Cfc	Cfc
-161.75	-79.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-161.75	-85.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-161.75	-86.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-161.75	-86.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-161.75	-87.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-161.75	-87.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-161.75	-88.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-161.75	-88.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-161.75	-89.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-161.75	-89.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-161.25	70.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-161.25	69.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-161.25	69.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-161.25	68.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-161.25	68.25	ET	ET	ET	ET	ET	ET	ET	ET	Dfc
-161.25	67.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-161.25	67.25	Dsc	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dsc	Dfc
-161.25	66.75	Dsc	Dsc	Dsc	Dsc	Dsc	Dsc	Dsc	Dsc	Dsc
-161.25	65.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-161.25	65.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-161.25	63.25	ET	Dsc	Dsc	Dsc	ET	Dfc	Dfc	Dfc	Dfc
-161.25	62.75	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc
-161.25	62.25	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dsc	Dsc
-161.25	61.75	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dsc	Dfc
-161.25	61.25	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc
-161.25	60.75	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc
-161.25	60.25	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc
-161.25	59.75	Dsc	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc
-161.25	59.25	Dfc	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dsc
-161.25	55.75	Cfc	Cfc	Cfc	Cfc	Cfc	ET	Cfc	Cfc	Cfc
-161.25	-79.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-161.25	-79.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-161.25	-83.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-161.25	-85.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-161.25	-86.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-161.25	-86.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-161.25	-87.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-161.25	-87.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-161.25	-88.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-161.25	-88.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-161.25	-89.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-161.25	-89.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-160.75	70.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-160.75	69.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-160.75	69.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-160.75	68.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-160.75	68.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-160.75	67.75	Dfc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dsc	Dfc
-160.75	67.25	Dsc	Dsc	Dsc	Dsc	Dsc	Dsc	Dsc	Dsc	Dfc
-160.75	66.75	Dsc	Dsc	Dsc	Dsc	Dsc	Dsc	Dsc	Dsc	Dsc
-160.75	66.25	Dfc	Dfc	Dsc	Dsc	Dfc	Dfc	Dfc	Dsc	Dfc
-160.75	65.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-160.75	65.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-160.75	64.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-160.75	64.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-160.75	63.75	Dsc	Dsc	Dsc	Dwc	Dwc	Dfc	Dfc	Dwc	BSk
-160.75	63.25	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc
-160.75	62.75	Dfc	Dfc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-160.75	62.25	Dfc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc
-160.75	61.75	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc
-160.75	61.25	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc
-160.75	60.75	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc
-160.75	60.25	Dsc	Dsc	Dsc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc
-160.75	59.75	ET	ET	ET	ET	ET	ET	ET	Dfc	Dfc
-160.75	59.25	Dfc	Dfc	Dfc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc
-160.75	58.75	Dfc	Dfc	Dfc	Dsc	Dfc	Dfc	Dfc	Dfc	Dfc
-160.75	55.25	Cfc	Cfc	Cfc	Cfc	Cfc	Cfc	Cfc	Cfc	Cfc
-160.75	-79.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-160.75	-79.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-160.75	-83.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-160.75	-85.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-160.75	-86.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-160.75	-86.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-160.75	-87.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-160.75	-87.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-160.75	-88.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-160.75	-88.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-160.75	-89.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-160.75	-89.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
