Latitude,Longitude,Elevation,Koppen 
43.4,-92.56,375,Dfa
48.07,-98.55,443,Dfb
47.58,-97.24,278,Dfb
47.57,-97.11,257,Dfb
48.06,-98.52,443,Dfb
46.46,-100.45,506,Dfa
46.48,-102.48,789,Dfb
47.45,-101.5,624,Dwb
48.11,-103.38,581,BSk
48.25,-101.21,508,Dfb
48.16,-101.17,523,Dfb
47.39,-101.26,587,Dfb
48.13,-106.37,700,BSk
47.2,-106.56,811,BSk
48.06,-105.35,605,BSk
47.42,-104.12,605,BSk
46.36,-112.0,1188,BSk
46.55,-114.05,972,Dfb
46.4,-113.09,1202,Dfc
47.29,-111.22,1115,BSk
47.3,-111.11,1075,BSk
47.28,-111.22,1151,BSk
47.02,-113.59,2451,Dfc
47.28,-111.23,1131,BSk
48.33,-109.46,792,Dfb
48.33,-109.41,775,Dfb
48.18,-114.16,906,Dfb
47.36,-115.22,725,Dsc
48.36,-112.22,1175,BSk
46.34,-120.32,325,BSk
47.17,-121.2,1209,Dsb
47.24,-120.12,379,Dsb
47.18,-119.31,388,BWk
47.12,-119.19,361,BWk
46.23,-117.01,438,Csb
44.31,-114.13,1546,Dfb
47.46,-116.49,707,Dsb
47.28,-115.48,1011,Dsc
46.34,-119.36,223,BWk
46.16,-119.07,124,BWk
46.06,-118.17,367,Csa
47.38,-117.32,721,Csb
47.37,-117.39,750,Csb
47.41,-117.19,595,Csb
46.45,-117.07,778,Csb
47.41,-117.38,728,Csb
48.33,-117.53,572,Dsb
46.02,-118.2,302,Csa
47.02,-120.32,538,Dsb
46.18,-119.18,119,BWk
48.07,-123.3,88,Dsc
48.25,-119.32,382,Dsb
46.09,-123.53,7,Csb
46.17,-124.03,55,Csb
46.55,-124.06,6,Csb
46.58,-122.54,61,Csb
46.58,-123.56,4,Csb
46.07,-122.54,5,Csb
47.14,-123.09,85,Csb
46.29,-122.48,113,Csb
46.58,-124.08,3,Csb
47.3,-122.45,147,Csb
46.42,-123.49,5,Csb
47.27,-122.18,137,Csb
47.17,-122.11,99,Csb
47.3,-122.13,9,Csb
47.32,-122.18,5,Csb
48.12,-122.3,185,Csb
47.54,-122.17,185,Csb
47.16,-122.35,89,Csb
47.31,-122.25,1,Csb
48.1,-122.1,42,Csb
48.15,-122.4,58,Csb
48.1,-122.09,42,Csb
47.57,-124.33,62,Cfb
47.4,-124.29,24,Cfb
48.48,-122.32,48,Csb
47.54,-124.38,1,Cfb
48.23,-124.44,26,Cfb
48.07,-122.45,1,Csb
48.22,-124.35,3,Cfb
48.31,-123.01,33,Csb
48.1,-123.06,12,Csb
34.41,-86.41,209,Cfa
39.3,-76.34,5,Cfa
40.12,-112.56,1326,BSk
32.3,-114.24,231,BWh
48.05,-122.06,18,Csb
48.28,-122.25,43,Csb
48.08,-123.24,9,Dsc
48.19,-122.51,1,Csb
47.08,-122.29,98,Csb
47.55,-122.32,1,Csb
47.05,-122.35,92,Csb
47.23,-122.22,0,Csb
47.4,-122.26,4,Csb
46.26,-105.52,801,BSk
44.5,-84.33,387,Dfb
44.03,-75.44,207,Dfb
43.54,-70.15,125,Dfb
43.53,-69.56,23,Dfb
43.46,-69.2,1,Dfb
43.4,-69.46,1,Dfb
42.56,-71.26,71,Dfa
42.47,-71.31,61,Cfa
40.18,-109.59,1556,BSk
40.3,-107.31,1886,Dfc
40.29,-85.41,262,Cfa
41.37,-90.35,229,Dfa
41.22,-88.41,225,Dfa
41.5,-89.27,240,Dfa
41.46,-88.28,215,Dfa
42.07,-87.55,197,Dfa
38.5,-85.25,266,Cfa
40.53,-81.5,357,Cfb
42.31,-75.04,538,Dfb
40.39,-73.47,7,Cfa
40.44,-73.25,25,Cfa
40.51,-72.38,20,Cfa
42.28,-71.17,41,Cfa
42.43,-71.07,45,Cfa
42.34,-71.36,82,Cfa
42.12,-72.32,75,Dfb
42.09,-72.43,83,Dfb
42.26,-73.18,364,Dfb
42.13,-71.07,195,Cfa
41.4,-69.58,16,Cfb
40.35,-73.33,1,Cfa
40.34,-73.53,3,Cfa
42.51,-73.56,115,Dfa
37.49,-122.28,81,Csb
37.3,-122.3,49,Csb
37.48,-122.31,1,Csb
36.18,-121.53,34,Csb
36.38,-121.56,6,Csb
37.47,-122.19,4,Csb
37.51,-122.25,73,Csb
37.25,-122.03,12,Csb
36.58,-122.0,1,Csb
37.11,-122.24,1,Csb
37.45,-122.42,5,Csb
38.16,-121.56,19,Csa
38.09,-121.42,1,Csa
38.26,-113.01,1536,BSk
38.58,-104.49,2003,BSk
39.11,-103.42,1694,BSk
37.42,-98.45,595,Cfa
38.39,-97.48,422,Cfa
40.09,-89.2,178,Dfa
39.5,-84.03,251,Cfa
36.54,-75.43,23,Cfa
39.46,-74.06,6,Cfa
38.49,-76.52,86,Cfa
38.55,-76.28,8,Cfa
38.2,-75.05,4,Cfa
38.57,-74.53,2,Cfa
39.01,-74.55,7,Cfa
37.05,-76.22,3,Cfa
36.38,-80.01,287,Cfa
34.39,-120.34,112,Csb
35.17,-116.37,716,BWh
35.41,-117.41,696,BWk
36.35,-115.4,952,BWh
35.16,-117.26,864,BWk
36.2,-117.06,962,BWh
33.49,-106.4,1506,BSk
33.1,-106.29,1235,BSk
36.5,-107.54,1902,BSk
34.56,-105.35,2109,BSk
34.18,-103.48,1326,BSk
36.26,-99.32,667,Cfa
36.26,-96.23,251,Cfa
35.24,-96.01,259,Cfa
34.31,-96.59,320,Cfa
36.4,-87.3,174,Cfa
36.58,-86.25,167,Cfa
35.08,-78.56,74,Cfa
36.16,-76.11,4,Cfa
35.41,-75.54,3,Cfa
35.09,-75.18,1,Cfa
33.29,-77.35,0,Cfa
36.2,-119.57,72,BSk
34.05,-118.02,90,Csb
33.13,-115.52,69,BWh
32.5,-115.35,17,BWh
32.37,-116.28,802,Csb
33.38,-116.1,36,BWh
33.37,-114.43,121,BWh
32.53,-112.43,262,BWh
34.16,-111.21,1571,Csa
30.1,-102.25,865,BWh
32.51,-106.06,1248,BSk
32.54,-106.24,1193,BSk
32.38,-106.24,1204,BSk
30.3,-99.46,522,Cfa
31.24,-93.17,141,Cfa
31.2,-92.33,27,Cfa
31.08,-92.34,67,Cfa
30.24,-89.04,9,Cfa
30.25,-88.55,10,Cfa
30.24,-88.29,3,Cfa
30.04,-85.35,5,Cfa
29.41,-85.22,2,Cfa
30.26,-86.41,12,Cfa
30.34,-86.19,48,Cfa
31.54,-81.38,27,Cfa
32.01,-81.09,13,Cfa
30.58,-83.12,71,Cfa
27.51,-82.31,4,Cfa
33.58,-80.28,74,Cfa
33.41,-78.56,8,Cfa
33.49,-78.43,10,Cfa
33.13,-79.11,8,Cfa
33.51,-80.29,68,Cfa
28.28,-80.33,3,Cfa
28.37,-80.43,3,Cfa
28.14,-80.36,3,Cfa
27.39,-81.2,20,Cfa
24.43,-81.07,1,Aw
30.07,-91.33,10,Cfa
32.33,-116.58,152,Csb
32.38,-117.0,22,Csb
31.51,-116.38,8,Csb
31.02,-114.51,17,BWh
31.18,-113.33,48,BWh
31.38,-106.26,1171,BWk
31.14,-110.59,1222,BSk
30.43,-111.44,419,BWh
30.22,-109.41,1040,BSh
30.25,-107.55,1467,BSk
29.1,-118.19,25,BSk
29.04,-110.58,211,BWh
28.57,-107.5,1870,BSk
28.38,-106.05,1435,BSk
28.42,-105.58,1360,BSk
28.42,-100.31,250,BSh
27.19,-112.18,75,BWh
27.58,-110.56,27,BWh
27.55,-110.54,11,BWh
27.29,-109.56,43,BWh
27.26,-99.34,148,BSh
26.01,-111.21,15,BWh
26.43,-108.17,238,BSh
26.56,-105.4,1744,BSh
26.53,-101.25,615,BSk
26.01,-98.14,39,BSh
25.41,-109.05,4,BSh
25.21,-105.47,1967,BSk
25.32,-103.27,1124,BWh
25.27,-100.59,1790,BSk
25.52,-100.12,512,BSh
25.52,-100.14,448,BSh
25.47,-100.06,387,Cfb
25.46,-97.32,8,Cfa
25.0,-111.4,48,BWh
24.1,-110.25,27,BWh
24.04,-110.22,21,BWh
23.09,-109.42,109,BSh
24.49,-107.24,39,BSh
24.02,-104.4,1872,BSk
24.08,-104.32,1857,BSk
23.12,-106.25,4,As
23.1,-106.16,10,As
23.38,-103.38,2359,BSk
23.45,-99.08,355,Cwb
23.43,-98.58,238,Aw
23.46,-98.12,21,Cwa
22.07,-103.16,1673,BSh
22.47,-102.34,2612,BSk
22.54,-102.41,2140,BSk
22.09,-100.59,1903,BSk
22.13,-97.51,26,Aw
22.17,-97.52,24,Aw
21.4,-106.32,5,As
21.31,-104.54,922,Csb
21.53,-102.18,1885,BSh
21.01,-101.15,1999,BSk
21.0,-101.29,1819,BSk
21.51,-100.0,990,BSh
21.2,-98.4,133,Aw
21.02,-86.52,5,Aw
21.18,-89.49,14,BSh
21.02,-86.53,10,Aw
20.41,-105.15,6,As
20.45,-103.28,1625,Csa
20.4,-103.23,1551,Csa
20.31,-103.19,1528,Csa
20.36,-100.23,1813,Cwb
20.08,-98.44,2417,Cfb
20.05,-98.22,2181,Cfb
20.57,-97.24,28,Aw
20.58,-92.19,2,Aw
20.13,-91.58,3,Aw
20.59,-89.39,10,Aw
20.42,-88.13,22,Aw
20.32,-86.56,5,Aw
19.09,-104.34,8,Aw
19.03,-104.2,3,Aw
19.24,-102.02,1593,Csa
19.42,-103.28,1507,Csb
19.16,-103.35,723,Csb
19.59,-102.19,1562,Csb
19.42,-101.11,1913,Cwa
19.51,-101.02,1833,Cwb
19.18,-99.4,2720,Cwb
19.21,-99.34,2576,Cwb
19.26,-99.05,2234,Cwb
19.26,-99.06,2238,Cwb
19.24,-99.12,2308,Cwb
19.19,-98.14,2248,Cwb
19.02,-98.12,2166,Cwb
19.32,-96.55,1389,Am
19.09,-96.11,29,Aw
19.09,-96.07,35,Aw
19.51,-90.33,5,Aw
19.35,-88.02,13,Aw
18.43,-110.57,35,BSh
18.55,-99.15,1560,Aw
18.51,-97.06,1259,Cwb
18.06,-94.35,40,Am
18.09,-94.25,34,Am
17.59,-92.55,10,Af
18.0,-92.49,13,Am
18.39,-91.48,2,Aw
18.3,-88.18,12,Aw
17.36,-101.28,6,Aw
17.33,-99.3,1360,Aw
17.48,-97.41,1602,Cwb
17.04,-96.43,1550,Cwb
16.58,-96.44,1528,Cwb
16.5,-99.56,28,Aw
16.46,-99.45,5,Cwa
16.1,-95.12,6,Aw
16.14,-93.54,44,Aw
16.45,-93.07,528,Aw
16.44,-92.38,2276,Cwb
16.15,-92.08,1530,Cwb
15.47,-96.16,143,Aw
15.39,-96.3,21,Aw
15.52,-97.05,88,Aw
14.55,-92.16,113,Aw
14.47,-92.23,29,Aw
17.59,-102.13,12,Aw
32.22,-64.41,3,Cfb
26.42,-78.58,4,Aw
26.33,-78.42,11,Aw
26.4,-78.2,2,Aw
26.45,-77.2,15,Aw
25.44,-79.18,3,Aw
25.03,-77.28,7,Aw
25.3,-76.38,16,Aw
24.54,-76.11,3,Aw
24.42,-77.48,2,Aw
24.05,-77.33,4,Aw
24.17,-75.25,3,Aw
24.03,-74.32,5,Aw
23.3,-75.46,3,Aw
23.06,-74.58,9,Aw
22.12,-75.44,13,Aw
22.45,-74.14,29,Aw
22.22,-72.58,3,BSh
21.27,-71.09,10,BSh
20.57,-73.41,4,As
21.5,-82.47,23,Aw
22.59,-82.24,59,Aw
23.08,-81.17,3,Aw
22.09,-80.24,39,Aw
21.25,-77.51,122,Aw
20.2,-77.07,60,Aw
20.24,-76.37,64,Aw
20.47,-76.19,106,Aw
19.58,-75.51,69,Aw
20.05,-75.09,8,Aw
20.21,-74.3,9,As
20.39,-74.55,5,Aw
21.52,-84.57,8,Aw
21.55,-84.28,4,Aw
22.4,-83.58,24,Aw
22.1,-84.06,28,Aw
22.06,-84.09,30,Aw
22.17,-83.5,30,Aw
22.25,-83.41,37,Aw
22.46,-83.33,47,Aw
22.33,-83.18,44,Aw
22.55,-83.1,3,Aw
22.48,-82.45,42,Aw
21.44,-82.46,32,Aw
22.51,-82.02,55,Aw
21.33,-82.32,10,Aw
23.1,-82.21,50,Aw
22.46,-81.32,30,Aw
22.52,-82.31,50,Aw
22.49,-81.0,19,Aw
22.47,-81.11,25,Aw
22.41,-80.56,35,Aw
22.04,-81.02,5,Aw
21.37,-81.33,2,Aw
22.23,-80.51,27,Aw
21.55,-80.1,1140,Aw
21.47,-79.59,54,Aw
22.49,-80.05,22,Aw
22.31,-78.27,2,Aw
21.55,-80.01,771,Aw
21.55,-80.1,42,Aw
21.37,-78.51,1,Aw
21.47,-78.47,26,Aw
22.09,-78.45,16,Aw
22.31,-79.27,6,Aw
21.56,-79.27,97,Aw
21.31,-78.14,58,Aw
20.43,-78.0,2,Aw
21.32,-77.15,4,Aw
21.24,-77.51,124,Aw
20.57,-76.57,106,Aw
21.12,-76.37,13,Aw
20.2,-77.08,10,Aw
19.51,-77.14,10,Aw
20.4,-76.54,12,Aw
20.56,-76.32,105,Aw
20.17,-76.15,100,Aw
20.03,-75.49,38,Aw
21.04,-75.37,4,Aw
20.02,-75.38,1226,Aw
19.54,-75.08,23,Aw
20.08,-75.14,55,Aw
20.15,-74.09,10,As
19.55,-77.25,900,Aw
19.15,-81.25,6,Aw
19.17,-81.21,3,Aw
19.41,-79.53,2,Aw
18.15,-78.22,10,Am
18.3,-77.55,3,Am
17.56,-76.47,9,Af
17.55,-76.11,2,Af
19.45,-72.11,3,Aw
18.36,-72.17,15,Aw
18.34,-72.18,29,Aw
18.34,-72.19,38,Aw
18.11,-73.44,2,Am
19.53,-71.39,2,Aw
19.45,-70.33,15,Af
19.45,-70.34,5,Af
19.28,-70.42,183,Af
19.03,-69.23,10,Af
18.49,-71.18,435,Aw
18.37,-69.19,2,Am
18.25,-68.57,8,Aw
18.34,-68.22,12,Aw
18.13,-71.06,26,Aw
18.28,-69.58,58,Am
18.26,-69.4,18,Am
18.26,-69.53,14,Am
17.24,-83.56,11,Am
18.3,-67.08,72,Am
18.16,-67.09,9,Am
18.01,-66.34,9,Af
17.58,-66.37,3,Af
18.26,-66.0,19,Af
18.27,-66.0,3,Af
18.15,-65.38,12,Af
18.23,-65.37,22,Af
17.59,-65.53,22,Af
18.2,-64.55,2,Aw
18.2,-64.58,67,Aw
17.46,-64.53,21,Aw
17.42,-64.48,17,Aw
18.27,-64.32,4,Aw
17.32,-88.18,5,Am
17.31,-88.12,1,Am
17.11,-87.3,1,Am
16.06,-88.15,1,Af
16.55,-89.53,115,Am
16.19,-89.25,500,Af
15.19,-91.28,1901,Cfb
15.29,-90.19,1316,Cfb
15.43,-88.36,1,Aw
14.32,-91.4,239,Am
14.35,-90.31,1502,Am
14.35,-90.31,1489,Am
14.58,-89.32,490,Aw
13.55,-90.49,2,Am
14.5,-91.31,2500,Cwb
13.34,-89.5,15,Aw
13.59,-89.34,725,Aw
13.42,-89.07,621,Aw
13.26,-89.03,25,Aw
13.27,-88.07,80,Aw
13.2,-87.53,95,Aw
13.17,-87.4,5,Aw
16.28,-85.55,2,Af
16.19,-86.32,5,Af
15.44,-86.52,3,As
15.43,-87.29,3,Aw
15.1,-87.07,670,Aw
15.27,-87.56,31,Am
15.13,-83.48,13,Am
14.54,-85.56,442,Aw
14.47,-88.47,1079,Cwb
14.23,-87.37,626,Aw
14.2,-88.1,1100,Cwb
14.03,-87.13,994,Aw
13.18,-87.11,48,Aw
14.03,-83.22,20,Am
11.25,-85.5,53,Aw
13.05,-85.59,985,Am
12.06,-85.22,90,Aw
12.26,-86.54,100,Aw
12.38,-87.08,53,Aw
12.09,-86.1,50,Aw
12.0,-83.46,5,Af
10.09,-85.27,120,Aw
9.58,-84.5,3,Am
9.59,-84.47,2,Am
10.0,-84.13,931,Af
9.57,-84.09,994,Am
10.0,-83.03,4,Cfb
8.57,-83.28,15,Af
10.36,-85.33,93,Am
9.21,-79.52,8,Am
7.5,-80.17,21,Aw
9.26,-82.31,6,Af
9.12,-80.08,2,Am
8.4,-77.25,1,Af
9.15,-78.02,2,Am
9.03,-79.22,11,Am
8.24,-82.25,26,Am
9.21,-82.15,3,Af
8.05,-80.57,88,Aw
9.2,-79.59,52,Am
8.55,-79.36,16,Am
8.59,-79.31,13,Am
8.58,-79.33,9,Am
8.24,-78.08,10,Am
8.23,-80.08,31,Aw
7.31,-78.09,9,Af
18.12,-63.03,31,Aw
16.45,-62.1,12,Am
17.17,-62.44,9,Am
17.18,-62.41,48,Am
17.12,-62.35,17,Am
17.07,-61.47,22,Am
17.07,-61.47,14,Am
18.03,-63.07,9,Aw
17.29,-62.59,39,Am
17.54,-62.51,52,Am
16.16,-61.31,8,Am
15.32,-61.18,14,Am
15.32,-61.24,5,Am
15.18,-61.24,72,Am
14.36,-61.0,4,Af
14.01,-61.0,2,Af
13.45,-60.57,3,Af
13.08,-61.12,13,Af
13.04,-59.29,56,Af
13.06,-59.37,50,Af
12.0,-61.47,7,Af
11.09,-60.51,8,Am
11.09,-60.5,6,Am
10.39,-61.31,2,Am
10.37,-61.21,15,Am
12.3,-70.01,33,BSh
12.12,-68.58,67,Aw
12.09,-68.17,7,Aw
12.35,-81.43,2,Af
13.22,-81.21,6,Am
11.08,-74.14,1,Aw
10.27,-75.31,1,Aw
10.54,-74.46,10,Aw
11.32,-72.56,4,Aw
10.26,-73.15,138,Aw
8.07,-76.44,5,Am
8.49,-75.51,26,Aw
9.04,-73.59,34,Am
7.48,-76.42,30,Cfb
7.0,-74.43,630,Af
7.01,-73.48,134,Af
7.06,-73.12,1189,Af
7.56,-72.31,317,Aw
7.04,-70.44,128,Aw
6.11,-77.24,24,Af
6.13,-75.36,1499,Af
6.11,-75.26,2137,Af
6.27,-71.45,350,Aw
6.1,-67.3,55,Aw
5.43,-76.37,33,Af
5.13,-74.53,467,Af
5.26,-71.39,217,Am
4.06,-76.14,955,Af
4.49,-75.48,1342,Af
4.3,-75.43,1219,Af
4.26,-75.09,928,Af
4.17,-74.48,293,ET
4.42,-74.08,2548,ET
4.1,-73.37,431,Am
4.33,-70.55,167,Am
3.55,-77.05,10,Af
3.53,-77.04,15,Af
3.33,-76.23,969,As
2.35,-77.54,54,Af
2.28,-76.36,1730,Cfb
2.58,-75.18,443,Am
2.34,-72.38,155,Aw
1.49,-78.45,6,Af
1.34,-78.41,5,Af
1.25,-77.16,1826,Csb
1.52,-76.03,1320,Cfb
1.36,-75.32,244,Af
1.08,-70.03,207,Af
0.49,-77.38,2961,Af
0.3,-76.3,254,Af
-0.12,-74.46,147,Af
-4.1,-69.57,84,Af
15.42,-63.38,8,Am
11.25,-69.41,17,Aw
11.47,-70.09,23,BSh
11.48,-66.11,3,Am
10.34,-71.44,65,Aw
10.04,-69.19,614,BSh
10.17,-68.45,232,Aw
10.3,-68.0,2,Aw
10.15,-67.39,437,Aw
10.18,-66.49,654,Am
10.36,-66.59,48,Aw
10.3,-66.53,835,Aw
10.08,-66.47,175,Am
10.07,-64.41,7,Aw
10.27,-64.11,4,Aw
10.28,-66.06,4,Am
10.55,-63.58,19,Aw
10.55,-63.59,23,Aw
10.4,-63.16,10,Aw
10.35,-62.19,14,Aw
10.11,-67.33,442,Aw
9.49,-70.56,28,Aw
9.21,-70.37,575,Aw
9.33,-69.14,225,Aw
9.01,-69.44,163,Aw
9.55,-67.2,429,Aw
9.25,-66.55,161,Aw
9.13,-66.01,125,Aw
9.45,-63.11,66,Aw
8.38,-71.39,103,Cfb
8.36,-71.11,1498,Cfb
8.37,-70.13,204,Am
8.38,-71.4,100,Cfb
8.57,-64.09,262,Aw
8.56,-67.25,101,Aw
8.09,-63.33,48,Aw
8.15,-72.16,98,Af
8.18,-62.44,144,Aw
7.51,-72.27,378,Aw
7.14,-70.48,131,Aw
7.54,-67.25,48,Aw
7.18,-61.27,181,Am
5.36,-67.3,74,Cwb
4.36,-61.07,907,Am
7.48,-72.12,1000,Cfb
10.1,-67.56,431,Aw
7.35,-72.04,327,Cfb
10.31,-71.39,26,Aw
8.59,-71.57,10,Af
9.01,-62.37,30,Aw
10.18,-68.14,1000,Aw
6.48,-58.09,2,Af
6.3,-58.15,30,Af
6.15,-57.31,1,Af
8.12,-59.47,50,Af
5.49,-55.11,7,Af
5.57,-57.02,2,Af
4.21,-54.25,52,Af
5.27,-55.12,15,Af
5.27,-55.11,16,Af
3.47,-56.09,323,Am
2.02,-56.07,265,Am
5.3,-54.02,9,Af
5.12,-52.45,8,Am
4.5,-52.22,9,Af
3.53,-51.48,7,Am
3.38,-54.02,106,Am
3.3,-60.1,700,Aw
3.5,-51.5,39,Am
2.5,-60.42,140,Aw
2.49,-60.39,90,Am
2.29,-55.59,326,Am
2.04,-50.51,10,Am
1.5,-61.08,95,Am
0.37,-69.12,120,Af
0.46,-50.06,4,Am
0.02,-51.03,15,Am
0.03,-51.04,17,Am
-0.1,-69.58,115,Af
-0.08,-67.05,90,Af
-3.02,-60.03,2,Am
-0.59,-62.56,40,Af
-0.4,-48.33,11,Am
-0.37,-47.23,14,Am
-1.05,-46.54,36,Am
-1.55,-55.33,37,Am
-2.0,-54.04,146,Am
-1.44,-52.14,17,Am
-1.4,-50.29,15,Af
-1.27,-48.28,5,Af
-1.23,-48.29,16,Af
-1.43,-45.24,44,As
-2.32,-66.1,55,Af
-2.38,-56.44,30,Am
-2.26,-54.43,72,Am
-2.38,-54.57,176,Am
-2.15,-49.3,24,Af
-2.16,-43.37,8,As
-2.32,-44.17,51,As
-2.36,-44.14,53,As
-2.55,-41.36,22,Aw
-2.55,-41.45,5,Aw
-2.53,-40.08,17,As
-3.22,-64.41,47,Af
-3.5,-62.05,49,Af
-3.08,-60.01,72,Am
-3.09,-59.59,84,Am
-3.08,-58.26,48,Af
-3.12,-52.12,74,Am
-3.43,-49.44,40,Am
-3.43,-49.43,40,Am
-3.42,-45.34,46,Am
-3.42,-40.21,83,As
-3.44,-38.33,19,As
-3.47,-38.32,25,As
-3.51,-32.25,56,As
-4.23,-70.02,65,Af
-3.4,-69.4,85,Af
-4.57,-66.54,66,Af
-4.05,-63.05,46,Af
-4.15,-56.0,34,Am
-4.16,-55.58,45,Am
-4.15,-44.49,26,Aw
-4.51,-43.2,103,Aw
-4.16,-41.47,161,Aw
-4.17,-39.0,870,Aw
-4.47,-37.46,12,As
-5.49,-61.18,49,Am
-5.21,-49.09,102,Aw
-5.32,-47.27,131,Aw
-5.32,-47.28,131,Aw
-5.32,-47.3,123,Aw
-5.49,-46.28,163,Aw
-5.3,-45.16,174,Aw
-5.05,-42.49,90,Aw
-5.03,-42.49,69,Aw
-5.1,-40.4,299,BSh
-5.12,-39.18,211,As
-5.07,-38.22,44,Aw
-5.39,-37.48,65,BSh
-5.12,-37.22,23,BSh
-5.07,-36.38,6,BSh
-5.1,-35.29,14,As
-5.39,-35.25,61,As
-5.46,-35.12,45,As
-5.55,-35.15,52,As
-6.4,-69.52,188,Af
-6.16,-57.44,98,Am
-7.12,-48.12,229,Aw
-6.38,-51.58,150,Am
-6.46,-43.01,138,Aw
-6.0,-40.25,399,BSh
-6.07,-50.0,621,Am
-6.22,-39.18,217,Aw
-6.45,-38.13,233,Aw
-6.07,-36.49,324,As
-6.26,-36.35,226,As
-7.38,-72.4,170,Af
-7.15,-64.5,60,Am
-7.31,-63.0,50,Am
-7.21,-57.31,140,Am
-7.54,-40.03,459,BSh
-7.03,-42.04,251,Aw
-7.19,-47.28,183,Aw
-7.2,-47.28,212,Aw
-7.14,-44.33,187,Aw
-7.0,-43.23,583,Aw
-7.05,-41.07,223,BSh
-7.19,-39.18,409,Aw
-7.51,-38.08,1020,Aw
-7.01,-37.16,249,Aw
-7.53,-37.04,599,Aw
-7.13,-35.53,560,As
-7.16,-35.53,500,As
-7.18,-35.26,418,As
-7.06,-34.52,7,As
-8.1,-70.46,190,Am
-8.46,-63.55,88,Am
-8.46,-63.05,60,Am
-8.15,-49.12,160,Aw
-8.58,-48.11,187,Aw
-8.21,-42.15,236,BSh
-8.08,-41.09,375,BSh
-8.31,-39.2,341,BSh
-8.53,-36.31,822,As
-8.17,-35.58,529,As
-8.04,-34.51,19,As
-8.03,-34.55,7,As
-9.58,-67.48,136,Af
-10.0,-67.48,143,Af
-9.55,-58.16,250,Aw
-9.52,-56.06,288,Aw
-9.2,-54.57,536,Am
-9.06,-44.07,331,Aw
-9.17,-43.2,524,BSh
-9.38,-42.06,400,BSh
-9.23,-40.29,370,BSh
-9.21,-40.33,375,BSh
-9.24,-38.13,252,BSh
-9.1,-37.32,605,As
-9.27,-37.15,19,As
-9.27,-36.42,275,As
-9.31,-35.47,115,As
-9.4,-35.42,89,As
-21.4,-45.5,905,Cwb
-23.48,-45.24,5,Cfb
-22.27,-43.17,350,Cfa
-23.31,-47.07,750,Cfa
-10.42,-48.24,290,Aw
-10.31,-48.43,239,Aw
-11.01,-44.31,450,Aw
-10.28,-40.11,55,Aw
-10.59,-37.04,9,As
-10.55,-37.03,6,As
-10.12,-36.52,19,As
-22.59,-43.22,3,Am
-11.34,-50.4,197,Aw
-11.05,-43.1,403,BSh
-11.18,-41.52,747,BSh
-11.33,-41.09,1005,BSh
-11.11,-40.28,484,Aw
-11.38,-38.58,359,Aw
-11.05,-28.31,145,Am
-11.07,-37.49,208,Am
-12.44,-60.08,652,Aw
-10.15,-54.55,285,Aw
-12.0,-53.24,300,Aw
-12.12,-38.54,234,Af
-12.01,-48.32,250,Aw
-13.01,-38.31,51,Af
-12.33,-47.47,275,Aw
-12.16,-46.26,597,Aw
-12.09,-45.0,440,Aw
-12.34,-41.23,427,Aw
-12.33,-40.26,249,Aw
-12.54,-38.2,6,Af
-12.17,-38.35,130,Af
-12.12,-56.3,368,Aw
-13.2,-52.3,430,Aw
-13.2,-44.38,589,Aw
-13.16,-43.25,458,Aw
-13.16,-43.26,440,Aw
-13.49,-41.18,533,Cfb
-13.22,-39.57,755,Aw
-14.15,-59.15,690,Aw
-14.24,-56.27,286,Aw
-14.42,-52.21,315,Aw
-14.06,-46.22,950,Aw
-14.56,-46.15,840,Aw
-14.03,-42.37,882,Aw
-14.57,-40.53,905,BSh
-14.48,-39.04,60,Af
-14.48,-39.01,5,Af
-15.42,-54.18,354,Aw
-15.52,-52.23,350,Aw
-15.33,-56.07,179,Aw
-15.39,-56.06,182,Aw
-15.47,-56.04,140,Aw
-15.38,-53.54,555,Aw
-15.54,-52.14,345,Aw
-15.55,-50.08,495,Aw
-16.03,-48.03,700,Aw
-15.51,-48.58,730,Aw
-15.47,-47.56,1158,Aw
-15.52,-47.56,1061,Aw
-15.32,-47.2,912,Aw
-15.37,-46.25,600,Aw
-15.36,-46.54,519,Aw
-15.26,-44.22,487,Aw
-15.09,-42.53,605,Cwb
-15.03,-44.01,452,Aw
-16.0,-41.17,649,Cwa
-15.47,-43.18,516,Aw
-15.4,-38.56,5,Af
-16.03,-57.41,118,Aw
-14.18,-43.47,556,Aw
-16.27,-54.34,94,Aw
-16.14,-48.58,1137,Aw
-16.41,-49.17,729,Aw
-16.38,-49.13,747,Aw
-16.43,-43.52,646,Aw
-16.11,-42.17,472,Aw
-16.51,-41.59,284,Aw
-17.55,-50.55,727,Aw
-17.13,-46.53,712,Am
-17.42,-46.1,760,Am
-17.21,-44.57,521,Aw
-17.51,-42.51,1097,Cwb
-17.51,-41.3,338,Aw
-17.38,-39.15,4,Af
-17.44,-39.15,3,Af
-17.58,-38.42,38,Af
-18.3,-54.46,286,Aw
-18.59,-56.39,89,Aw
-18.41,-49.34,621,Aw
-17.43,-48.1,752,Aw
-18.53,-48.14,943,Aw
-18.1,-47.58,857,Aw
-18.36,-46.31,896,Cwa
-18.46,-44.26,616,Aw
-18.14,-43.36,1297,Cwb
-18.51,-41.56,277,Aw
-18.42,-39.51,25,Af
-19.0,-57.39,154,Aw
-19.0,-57.4,142,Aw
-19.42,-51.11,331,Aw
